2024-10-24T13:03:27.739016785Z ++ K8S_NODE=ci-op-2fcpj5j6-f6035-2lklf-master-0
2024-10-24T13:03:27.739016785Z ++ [[ -n ci-op-2fcpj5j6-f6035-2lklf-master-0 ]]
2024-10-24T13:03:27.739016785Z ++ [[ -f /env/ci-op-2fcpj5j6-f6035-2lklf-master-0 ]]
2024-10-24T13:03:27.739016785Z ++ northd_pidfile=/var/run/ovn/ovn-northd.pid
2024-10-24T13:03:27.739016785Z ++ controller_pidfile=/var/run/ovn/ovn-controller.pid
2024-10-24T13:03:27.739016785Z ++ controller_logfile=/var/log/ovn/acl-audit-log.log
2024-10-24T13:03:27.739016785Z ++ vswitch_dbsock=/var/run/openvswitch/db.sock
2024-10-24T13:03:27.739016785Z ++ nbdb_pidfile=/var/run/ovn/ovnnb_db.pid
2024-10-24T13:03:27.739016785Z ++ nbdb_sock=/var/run/ovn/ovnnb_db.sock
2024-10-24T13:03:27.739016785Z ++ nbdb_ctl=/var/run/ovn/ovnnb_db.ctl
2024-10-24T13:03:27.739278325Z ++ sbdb_pidfile=/var/run/ovn/ovnsb_db.pid
2024-10-24T13:03:27.739278325Z ++ sbdb_sock=/var/run/ovn/ovnsb_db.sock
2024-10-24T13:03:27.739278325Z ++ sbdb_ctl=/var/run/ovn/ovnsb_db.ctl
2024-10-24T13:03:27.739933275Z + start-ovn-controller info
2024-10-24T13:03:27.739933275Z + local log_level=info
2024-10-24T13:03:27.739933275Z + [[ 1 -ne 1 ]]
2024-10-24T13:03:27.740434025Z ++ date -Iseconds
2024-10-24T13:03:27.742596944Z + echo '2024-10-24T13:03:27+00:00 - starting ovn-controller'
2024-10-24T13:03:27.742640495Z 2024-10-24T13:03:27+00:00 - starting ovn-controller
2024-10-24T13:03:27.742662575Z + exec ovn-controller unix:/var/run/openvswitch/db.sock -vfile:off --no-chdir --pidfile=/var/run/ovn/ovn-controller.pid --syslog-method=null --log-file=/var/log/ovn/acl-audit-log.log -vFACILITY:local0 -vconsole:info -vconsole:acl_log:off '-vPATTERN:console:%D{%Y-%m-%dT%H:%M:%S.###Z}|%05N|%c%T|%p|%m' -vsyslog:acl_log:info -vfile:acl_log:info
2024-10-24T14:08:21.340709072Z 2024-10-24T14:08:21.340Z|00649|binding|INFO|Releasing lport openshift-console_console-849dfdb48-8n92v from this chassis (sb_readonly=0)
2024-10-24T14:08:21.340808772Z 2024-10-24T14:08:21.340Z|00650|binding|INFO|Setting lport openshift-console_console-849dfdb48-8n92v down in Southbound
2024-10-24T14:08:23.329975401Z 2024-10-24T14:08:23.329Z|00651|binding|INFO|Releasing lport openshift-route-controller-manager_route-controller-manager-67866594b6-phrd7 from this chassis (sb_readonly=0)
2024-10-24T14:08:23.330081290Z 2024-10-24T14:08:23.330Z|00652|binding|INFO|Setting lport openshift-route-controller-manager_route-controller-manager-67866594b6-phrd7 down in Southbound
2024-10-24T14:08:25.504707926Z 2024-10-24T14:08:25.504Z|00653|binding|INFO|Claiming lport openshift-marketplace_redhat-operators-cwhdg for this chassis.
2024-10-24T14:08:25.506840666Z 2024-10-24T14:08:25.506Z|00654|binding|INFO|openshift-marketplace_redhat-operators-cwhdg: Claiming 0a:58:0a:81:00:59 10.129.0.89
2024-10-24T14:08:25.600976660Z 2024-10-24T14:08:25.600Z|00655|binding|INFO|Setting lport openshift-marketplace_redhat-operators-cwhdg ovn-installed in OVS
2024-10-24T14:08:25.601087660Z 2024-10-24T14:08:25.601Z|00656|binding|INFO|Setting lport openshift-marketplace_redhat-operators-cwhdg up in Southbound
2024-10-24T14:08:25.688705334Z 2024-10-24T14:08:25.688Z|00657|binding|INFO|Claiming lport openshift-route-controller-manager_route-controller-manager-5486b44d46-rqg9k for this chassis.
2024-10-24T14:08:25.688790744Z 2024-10-24T14:08:25.688Z|00658|binding|INFO|openshift-route-controller-manager_route-controller-manager-5486b44d46-rqg9k: Claiming 0a:58:0a:81:00:5a 10.129.0.90
2024-10-24T14:08:25.781046958Z 2024-10-24T14:08:25.780Z|00659|binding|INFO|Setting lport openshift-route-controller-manager_route-controller-manager-5486b44d46-rqg9k ovn-installed in OVS
2024-10-24T14:08:25.781215048Z 2024-10-24T14:08:25.781Z|00660|binding|INFO|Setting lport openshift-route-controller-manager_route-controller-manager-5486b44d46-rqg9k up in Southbound
2024-10-24T14:08:25.801578587Z 2024-10-24T14:08:25.801Z|00661|binding|INFO|Claiming lport openshift-console_console-bf6f6f7f6-lk9bc for this chassis.
2024-10-24T14:08:25.801667687Z 2024-10-24T14:08:25.801Z|00662|binding|INFO|openshift-console_console-bf6f6f7f6-lk9bc: Claiming 0a:58:0a:81:00:5b 10.129.0.91
2024-10-24T14:08:25.902212630Z 2024-10-24T14:08:25.902Z|00663|binding|INFO|Setting lport openshift-console_console-bf6f6f7f6-lk9bc ovn-installed in OVS
2024-10-24T14:08:25.902310030Z 2024-10-24T14:08:25.902Z|00664|binding|INFO|Setting lport openshift-console_console-bf6f6f7f6-lk9bc up in Southbound
2024-10-24T14:08:51.983220334Z 2024-10-24T14:08:51.983Z|00665|binding|INFO|Claiming lport openshift-marketplace_certified-operators-wnhvq for this chassis.
2024-10-24T14:08:51.983220334Z 2024-10-24T14:08:51.983Z|00666|binding|INFO|openshift-marketplace_certified-operators-wnhvq: Claiming 0a:58:0a:81:00:5c 10.129.0.92
2024-10-24T14:08:52.054201759Z 2024-10-24T14:08:52.054Z|00667|binding|INFO|Setting lport openshift-marketplace_certified-operators-wnhvq ovn-installed in OVS
2024-10-24T14:08:52.054201759Z 2024-10-24T14:08:52.054Z|00668|binding|INFO|Setting lport openshift-marketplace_certified-operators-wnhvq up in Southbound
2024-10-24T14:09:17.996793201Z 2024-10-24T14:09:17.996Z|00669|binding|INFO|Releasing lport openshift-authentication_oauth-openshift-67d88f768b-dqtrl from this chassis (sb_readonly=0)
2024-10-24T14:09:17.996793201Z 2024-10-24T14:09:17.996Z|00670|binding|INFO|Setting lport openshift-authentication_oauth-openshift-67d88f768b-dqtrl down in Southbound
2024-10-24T14:09:18.730670202Z 2024-10-24T14:09:18.730Z|00671|binding|INFO|Claiming lport openshift-authentication_oauth-openshift-74c78cc4c7-qwdfr for this chassis.
2024-10-24T14:09:18.730994983Z 2024-10-24T14:09:18.730Z|00672|binding|INFO|openshift-authentication_oauth-openshift-74c78cc4c7-qwdfr: Claiming 0a:58:0a:81:00:5d 10.129.0.93
2024-10-24T14:09:18.794556809Z 2024-10-24T14:09:18.794Z|00673|binding|INFO|Setting lport openshift-authentication_oauth-openshift-74c78cc4c7-qwdfr ovn-installed in OVS
2024-10-24T14:09:18.794556809Z 2024-10-24T14:09:18.794Z|00674|binding|INFO|Setting lport openshift-authentication_oauth-openshift-74c78cc4c7-qwdfr up in Southbound
2024-10-24T14:09:49.654318126Z 2024-10-24T14:09:49.654Z|00675|memory_trim|INFO|Detected inactivity (last active 30013 ms ago): trimming memory
2024-10-24T14:09:57.976612634Z 2024-10-24T14:09:57.976Z|00676|binding|INFO|Releasing lport openshift-marketplace_redhat-operators-cwhdg from this chassis (sb_readonly=0)
2024-10-24T14:09:57.976712545Z 2024-10-24T14:09:57.976Z|00677|binding|INFO|Setting lport openshift-marketplace_redhat-operators-cwhdg down in Southbound
2024-10-24T14:10:18.627090776Z 2024-10-24T14:10:18.627Z|00678|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-15-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T14:10:18.627204416Z 2024-10-24T14:10:18.627Z|00679|binding|INFO|openshift-kube-apiserver_revision-pruner-15-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:5e 10.129.0.94
2024-10-24T14:10:18.705906481Z 2024-10-24T14:10:18.705Z|00680|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-15-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T14:10:18.706054460Z 2024-10-24T14:10:18.705Z|00681|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-15-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T14:10:21.008017038Z 2024-10-24T14:10:21.007Z|00682|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-15-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T14:10:21.008171329Z 2024-10-24T14:10:21.008Z|00683|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-15-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T14:10:51.289054466Z 2024-10-24T14:10:51.288Z|00684|memory_trim|INFO|Detected inactivity (last active 30017 ms ago): trimming memory
2024-10-24T14:11:10.185694975Z 2024-10-24T14:11:10.185Z|00685|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-16-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T14:11:10.185779005Z 2024-10-24T14:11:10.185Z|00686|binding|INFO|openshift-kube-apiserver_revision-pruner-16-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:5f 10.129.0.95
2024-10-24T14:11:10.254749500Z 2024-10-24T14:11:10.254Z|00687|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-16-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T14:11:10.255689020Z 2024-10-24T14:11:10.255Z|00688|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-16-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T14:11:13.351857672Z 2024-10-24T14:11:13.351Z|00689|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-16-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T14:11:13.351975252Z 2024-10-24T14:11:13.351Z|00690|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-16-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T14:11:35.384999840Z 2024-10-24T14:11:35.384Z|00691|binding|INFO|Claiming lport openshift-kube-apiserver_installer-16-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T14:11:35.385052509Z 2024-10-24T14:11:35.385Z|00692|binding|INFO|openshift-kube-apiserver_installer-16-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:60 10.129.0.96
2024-10-24T14:11:35.449482085Z 2024-10-24T14:11:35.449Z|00693|binding|INFO|Setting lport openshift-kube-apiserver_installer-16-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T14:11:35.449663825Z 2024-10-24T14:11:35.449Z|00694|binding|INFO|Setting lport openshift-kube-apiserver_installer-16-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T14:12:02.766687100Z 2024-10-24T14:12:02.766Z|00695|binding|INFO|Releasing lport openshift-marketplace_certified-operators-wnhvq from this chassis (sb_readonly=0)
2024-10-24T14:12:02.766800510Z 2024-10-24T14:12:02.766Z|00696|binding|INFO|Setting lport openshift-marketplace_certified-operators-wnhvq down in Southbound
2024-10-24T14:12:14.729906747Z 2024-10-24T14:12:14.729Z|00697|binding|INFO|Releasing lport openshift-kube-apiserver_installer-16-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T14:12:14.730032597Z 2024-10-24T14:12:14.730Z|00698|binding|INFO|Setting lport openshift-kube-apiserver_installer-16-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T14:12:59.673034700Z 2024-10-24T14:12:59.672Z|00699|memory_trim|INFO|Detected inactivity (last active 30025 ms ago): trimming memory
2024-10-24T14:14:25.290952422Z 2024-10-24T14:14:25.290Z|00700|memory_trim|INFO|Detected inactivity (last active 30022 ms ago): trimming memory
2024-10-24T14:15:42.799449796Z 2024-10-24T14:15:42.799Z|00701|memory_trim|INFO|Detected inactivity (last active 30006 ms ago): trimming memory
2024-10-24T14:17:21.421195674Z 2024-10-24T14:17:21.421Z|00702|memory_trim|INFO|Detected inactivity (last active 30003 ms ago): trimming memory
2024-10-24T14:18:38.608161821Z 2024-10-24T14:18:38.607Z|00703|memory_trim|INFO|Detected inactivity (last active 30008 ms ago): trimming memory
2024-10-24T14:20:21.005997360Z 2024-10-24T14:20:21.005Z|00704|memory_trim|INFO|Detected inactivity (last active 30018 ms ago): trimming memory
2024-10-24T14:20:55.443529235Z 2024-10-24T14:20:55.443Z|00705|binding|INFO|Claiming lport openshift-marketplace_redhat-operators-drwtw for this chassis.
2024-10-24T14:20:55.443529235Z 2024-10-24T14:20:55.443Z|00706|binding|INFO|openshift-marketplace_redhat-operators-drwtw: Claiming 0a:58:0a:81:00:61 10.129.0.97
2024-10-24T14:20:55.516040460Z 2024-10-24T14:20:55.515Z|00707|binding|INFO|Setting lport openshift-marketplace_redhat-operators-drwtw ovn-installed in OVS
2024-10-24T14:20:55.516159090Z 2024-10-24T14:20:55.516Z|00708|binding|INFO|Setting lport openshift-marketplace_redhat-operators-drwtw up in Southbound
2024-10-24T14:21:07.965911883Z 2024-10-24T14:21:07.965Z|00709|binding|INFO|Releasing lport openshift-marketplace_redhat-operators-drwtw from this chassis (sb_readonly=0)
2024-10-24T14:21:07.965911883Z 2024-10-24T14:21:07.965Z|00710|binding|INFO|Setting lport openshift-marketplace_redhat-operators-drwtw down in Southbound
2024-10-24T14:21:38.155172558Z 2024-10-24T14:21:38.155Z|00711|memory_trim|INFO|Detected inactivity (last active 30002 ms ago): trimming memory
2024-10-24T14:23:04.910415466Z 2024-10-24T14:23:04.910Z|00712|binding|INFO|Claiming lport openshift-marketplace_certified-operators-fbht5 for this chassis.
2024-10-24T14:23:04.910415466Z 2024-10-24T14:23:04.910Z|00713|binding|INFO|openshift-marketplace_certified-operators-fbht5: Claiming 0a:58:0a:81:00:62 10.129.0.98
2024-10-24T14:23:04.971612121Z 2024-10-24T14:23:04.971Z|00714|binding|INFO|Setting lport openshift-marketplace_certified-operators-fbht5 ovn-installed in OVS
2024-10-24T14:23:04.971612121Z 2024-10-24T14:23:04.971Z|00715|binding|INFO|Setting lport openshift-marketplace_certified-operators-fbht5 up in Southbound
2024-10-24T14:23:17.724683003Z 2024-10-24T14:23:17.724Z|00716|binding|INFO|Releasing lport openshift-marketplace_certified-operators-fbht5 from this chassis (sb_readonly=0)
2024-10-24T14:23:17.724732903Z 2024-10-24T14:23:17.724Z|00717|binding|INFO|Setting lport openshift-marketplace_certified-operators-fbht5 down in Southbound
2024-10-24T14:23:47.959943574Z 2024-10-24T14:23:47.959Z|00718|memory_trim|INFO|Detected inactivity (last active 30010 ms ago): trimming memory
2024-10-24T14:27:05.964673708Z 2024-10-24T14:27:05.964Z|00719|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-17-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T14:27:05.964673708Z 2024-10-24T14:27:05.964Z|00720|binding|INFO|openshift-kube-apiserver_revision-pruner-17-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:63 10.129.0.99
2024-10-24T14:27:06.027078804Z 2024-10-24T14:27:06.027Z|00721|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-17-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T14:27:06.027078804Z 2024-10-24T14:27:06.027Z|00722|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-17-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T14:27:08.924778930Z 2024-10-24T14:27:08.924Z|00723|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-17-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T14:27:08.924778930Z 2024-10-24T14:27:08.924Z|00724|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-17-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T14:27:35.750083548Z 2024-10-24T14:27:35.750Z|00725|binding|INFO|Claiming lport openshift-kube-apiserver_installer-17-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T14:27:35.751412138Z 2024-10-24T14:27:35.750Z|00726|binding|INFO|openshift-kube-apiserver_installer-17-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:64 10.129.0.100
2024-10-24T14:27:35.813914934Z 2024-10-24T14:27:35.813Z|00727|binding|INFO|Setting lport openshift-kube-apiserver_installer-17-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T14:27:35.813914934Z 2024-10-24T14:27:35.813Z|00728|binding|INFO|Setting lport openshift-kube-apiserver_installer-17-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T14:28:05.754415173Z 2024-10-24T14:28:05.754Z|00729|memory_trim|INFO|Detected inactivity (last active 30004 ms ago): trimming memory
2024-10-24T14:28:15.367353090Z 2024-10-24T14:28:15.367Z|00730|binding|INFO|Releasing lport openshift-kube-apiserver_installer-17-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T14:28:15.367473430Z 2024-10-24T14:28:15.367Z|00731|binding|INFO|Setting lport openshift-kube-apiserver_installer-17-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T14:28:59.780432765Z 2024-10-24T14:28:59.780Z|00732|memory_trim|INFO|Detected inactivity (last active 30023 ms ago): trimming memory
2024-10-24T14:30:27.294809028Z 2024-10-24T14:30:27.294Z|00733|memory_trim|INFO|Detected inactivity (last active 30024 ms ago): trimming memory
2024-10-24T14:31:44.224000596Z 2024-10-24T14:31:44.223Z|00734|binding|INFO|Claiming lport openshift-marketplace_redhat-operators-pppfb for this chassis.
2024-10-24T14:31:44.225508726Z 2024-10-24T14:31:44.225Z|00735|binding|INFO|openshift-marketplace_redhat-operators-pppfb: Claiming 0a:58:0a:81:00:65 10.129.0.101
2024-10-24T14:31:44.302802872Z 2024-10-24T14:31:44.302Z|00736|binding|INFO|Setting lport openshift-marketplace_redhat-operators-pppfb ovn-installed in OVS
2024-10-24T14:31:44.302921481Z 2024-10-24T14:31:44.302Z|00737|binding|INFO|Setting lport openshift-marketplace_redhat-operators-pppfb up in Southbound
2024-10-24T14:31:56.894396898Z 2024-10-24T14:31:56.894Z|00738|binding|INFO|Releasing lport openshift-marketplace_redhat-operators-pppfb from this chassis (sb_readonly=0)
2024-10-24T14:31:56.894495508Z 2024-10-24T14:31:56.894Z|00739|binding|INFO|Setting lport openshift-marketplace_redhat-operators-pppfb down in Southbound
2024-10-24T14:32:27.101161538Z 2024-10-24T14:32:27.101Z|00740|memory_trim|INFO|Detected inactivity (last active 30009 ms ago): trimming memory
2024-10-24T14:33:47.428897828Z 2024-10-24T14:33:47.428Z|00741|memory_trim|INFO|Detected inactivity (last active 30006 ms ago): trimming memory
2024-10-24T14:35:26.647455651Z 2024-10-24T14:35:26.647Z|00742|memory_trim|INFO|Detected inactivity (last active 30008 ms ago): trimming memory
2024-10-24T14:35:33.394156279Z 2024-10-24T14:35:33.394Z|00743|binding|INFO|Claiming lport openshift-marketplace_certified-operators-gh6hl for this chassis.
2024-10-24T14:35:33.394251850Z 2024-10-24T14:35:33.394Z|00744|binding|INFO|openshift-marketplace_certified-operators-gh6hl: Claiming 0a:58:0a:81:00:66 10.129.0.102
2024-10-24T14:35:33.461783365Z 2024-10-24T14:35:33.461Z|00745|binding|INFO|Setting lport openshift-marketplace_certified-operators-gh6hl ovn-installed in OVS
2024-10-24T14:35:33.461889675Z 2024-10-24T14:35:33.461Z|00746|binding|INFO|Setting lport openshift-marketplace_certified-operators-gh6hl up in Southbound
2024-10-24T14:35:46.262336378Z 2024-10-24T14:35:46.262Z|00747|binding|INFO|Releasing lport openshift-marketplace_certified-operators-gh6hl from this chassis (sb_readonly=0)
2024-10-24T14:35:46.262518598Z 2024-10-24T14:35:46.262Z|00748|binding|INFO|Setting lport openshift-marketplace_certified-operators-gh6hl down in Southbound
2024-10-24T14:36:16.522394803Z 2024-10-24T14:36:16.522Z|00749|memory_trim|INFO|Detected inactivity (last active 30015 ms ago): trimming memory
2024-10-24T14:37:10.988885912Z 2024-10-24T14:37:10.988Z|00750|memory_trim|INFO|Detected inactivity (last active 30008 ms ago): trimming memory
2024-10-24T14:42:24.457054830Z 2024-10-24T14:42:24.456Z|00751|binding|INFO|Claiming lport openshift-marketplace_redhat-operators-vn4tl for this chassis.
2024-10-24T14:42:24.457207831Z 2024-10-24T14:42:24.457Z|00752|binding|INFO|openshift-marketplace_redhat-operators-vn4tl: Claiming 0a:58:0a:81:00:67 10.129.0.103
2024-10-24T14:42:24.532993116Z 2024-10-24T14:42:24.532Z|00753|binding|INFO|Setting lport openshift-marketplace_redhat-operators-vn4tl ovn-installed in OVS
2024-10-24T14:42:24.533069756Z 2024-10-24T14:42:24.533Z|00754|binding|INFO|Setting lport openshift-marketplace_redhat-operators-vn4tl up in Southbound
2024-10-24T14:42:36.577152767Z 2024-10-24T14:42:36.577Z|00755|binding|INFO|Releasing lport openshift-marketplace_redhat-operators-vn4tl from this chassis (sb_readonly=0)
2024-10-24T14:42:36.577272217Z 2024-10-24T14:42:36.577Z|00756|binding|INFO|Setting lport openshift-marketplace_redhat-operators-vn4tl down in Southbound
2024-10-24T14:43:05.526755568Z 2024-10-24T14:43:05.526Z|00757|binding|INFO|Releasing lport openshift-authentication_oauth-openshift-74c78cc4c7-qwdfr from this chassis (sb_readonly=0)
2024-10-24T14:43:05.526852308Z 2024-10-24T14:43:05.526Z|00758|binding|INFO|Setting lport openshift-authentication_oauth-openshift-74c78cc4c7-qwdfr down in Southbound
2024-10-24T14:43:06.296563469Z 2024-10-24T14:43:06.296Z|00759|binding|INFO|Claiming lport openshift-authentication_oauth-openshift-66d787f86d-ln9xx for this chassis.
2024-10-24T14:43:06.296563469Z 2024-10-24T14:43:06.296Z|00760|binding|INFO|openshift-authentication_oauth-openshift-66d787f86d-ln9xx: Claiming 0a:58:0a:81:00:68 10.129.0.104
2024-10-24T14:43:06.363594465Z 2024-10-24T14:43:06.363Z|00761|binding|INFO|Setting lport openshift-authentication_oauth-openshift-66d787f86d-ln9xx ovn-installed in OVS
2024-10-24T14:43:06.363594465Z 2024-10-24T14:43:06.363Z|00762|binding|INFO|Setting lport openshift-authentication_oauth-openshift-66d787f86d-ln9xx up in Southbound
2024-10-24T14:43:27.260040790Z 2024-10-24T14:43:27.259Z|00763|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-18-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T14:43:27.260134421Z 2024-10-24T14:43:27.260Z|00764|binding|INFO|openshift-kube-apiserver_revision-pruner-18-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:69 10.129.0.105
2024-10-24T14:43:27.322930156Z 2024-10-24T14:43:27.322Z|00765|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-18-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T14:43:27.323637446Z 2024-10-24T14:43:27.323Z|00766|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-18-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T14:43:29.254259863Z 2024-10-24T14:43:29.254Z|00767|binding|INFO|Claiming lport openshift-must-gather-b8249_must-gather-w6j9g for this chassis.
2024-10-24T14:43:29.254259863Z 2024-10-24T14:43:29.254Z|00768|binding|INFO|openshift-must-gather-b8249_must-gather-w6j9g: Claiming 0a:58:0a:81:00:6a 10.129.0.106
2024-10-24T14:43:29.321811879Z 2024-10-24T14:43:29.321Z|00769|binding|INFO|Setting lport openshift-must-gather-b8249_must-gather-w6j9g ovn-installed in OVS
2024-10-24T14:43:29.321811879Z 2024-10-24T14:43:29.321Z|00770|binding|INFO|Setting lport openshift-must-gather-b8249_must-gather-w6j9g up in Southbound
2024-10-24T14:43:29.803721678Z 2024-10-24T14:43:29.803Z|00771|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-18-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T14:43:29.803812138Z 2024-10-24T14:43:29.803Z|00772|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-18-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T14:43:46.477190574Z 2024-10-24T14:43:46.477Z|00773|binding|INFO|Claiming lport openshift-must-gather-b8249_perf-node-gather-daemonset-74jhk for this chassis.
2024-10-24T14:43:46.479236233Z 2024-10-24T14:43:46.479Z|00774|binding|INFO|openshift-must-gather-b8249_perf-node-gather-daemonset-74jhk: Claiming 0a:58:0a:81:00:6b 10.129.0.107
2024-10-24T14:43:46.561265508Z 2024-10-24T14:43:46.561Z|00775|binding|INFO|Setting lport openshift-must-gather-b8249_perf-node-gather-daemonset-74jhk ovn-installed in OVS
2024-10-24T14:43:46.561367918Z 2024-10-24T14:43:46.561Z|00776|binding|INFO|Setting lport openshift-must-gather-b8249_perf-node-gather-daemonset-74jhk up in Southbound
2024-10-24T14:43:53.056805844Z 2024-10-24T14:43:53.056Z|00777|binding|INFO|Claiming lport openshift-kube-apiserver_installer-18-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T14:43:53.056889144Z 2024-10-24T14:43:53.056Z|00778|binding|INFO|openshift-kube-apiserver_installer-18-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:6c 10.129.0.108
2024-10-24T14:43:53.130278059Z 2024-10-24T14:43:53.129Z|00779|binding|INFO|Setting lport openshift-kube-apiserver_installer-18-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T14:43:53.130278059Z 2024-10-24T14:43:53.129Z|00780|binding|INFO|Setting lport openshift-kube-apiserver_installer-18-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T14:44:08.867478354Z 2024-10-24T14:44:08.867Z|00781|binding|INFO|Removing iface 0734036ad592b8c ovn-installed in OVS
2024-10-24T14:44:08.868220194Z 2024-10-24T14:44:08.868Z|00782|binding|INFO|Removing lport openshift-must-gather-b8249_perf-node-gather-daemonset-74jhk ovn-installed in OVS
2024-10-24T14:44:33.245843538Z 2024-10-24T14:44:33.245Z|00783|binding|INFO|Releasing lport openshift-kube-apiserver_installer-18-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T14:44:33.245843538Z 2024-10-24T14:44:33.245Z|00784|binding|INFO|Setting lport openshift-kube-apiserver_installer-18-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
